age,annual_income,occupation,gender,category,education,land_owned_acres,is_bpl,is_disabled,scheme_id,rule_score_pct,matched_count,missed_count,is_disqualified,synthetic_outcome_approved
73,90000,daily_wage,male,general,graduate,0.5,0,0,pm_awas_yojana_gramin,0.0,3,1,1,0
73,90000,daily_wage,male,general,graduate,0.5,0,0,pm_mudra_yojana,0.0,1,2,1,0
73,90000,daily_wage,male,general,graduate,0.5,0,0,startup_india_seed_fund,0.0,0,2,1,0
73,90000,daily_wage,male,general,graduate,0.5,0,0,deen_dayal_disability,0.0,1,1,1,0
73,90000,daily_wage,male,general,graduate,0.5,0,0,post_matric_sc,0.0,1,2,1,0
73,90000,daily_wage,male,general,graduate,0.5,0,0,eklavya_model_school,0.0,0,3,1,0
73,90000,daily_wage,male,general,graduate,0.5,0,0,indira_gandhi_old_age,0.0,2,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,pm_matru_vandana,100.0,3,0,0,1
56,90000,unemployed,female,st,graduate,0,0,0,mahila_shakti_kendra,100.0,2,0,0,1
56,90000,unemployed,female,st,graduate,0,0,0,pm_suraksha_bima,100.0,2,0,0,1
56,90000,unemployed,female,st,graduate,0,0,0,mgnregs,100.0,3,0,0,1
56,90000,unemployed,female,st,graduate,0,0,0,pm_kisan,0.0,3,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,pm_fasal_bima,0.0,1,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,kisan_credit_card,0.0,1,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,national_scholarship_portal,0.0,2,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,pm_scholarship_scheme,0.0,1,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,ayushman_bharat,0.0,1,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,pm_jeevan_jyoti,0.0,1,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,pm_awas_yojana_gramin,0.0,3,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,pm_mudra_yojana,0.0,2,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,startup_india_seed_fund,0.0,0,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,deen_dayal_disability,0.0,1,1,1,0
56,90000,unemployed,female,st,graduate,0,0,0,post_matric_sc,0.0,1,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,eklavya_model_school,0.0,1,2,1,0
56,90000,unemployed,female,st,graduate,0,0,0,indira_gandhi_old_age,0.0,1,2,1,0
60,0,salaried,female,obc,primary,2.5,1,0,pm_matru_vandana,100.0,3,0,0,1
60,0,salaried,female,obc,primary,2.5,1,0,mahila_shakti_kendra,100.0,2,0,0,1
60,0,salaried,female,obc,primary,2.5,1,0,ayushman_bharat,100.0,2,0,0,1
60,0,salaried,female,obc,primary,2.5,1,0,pm_suraksha_bima,100.0,2,0,0,1
60,0,salaried,female,obc,primary,2.5,1,0,pm_awas_yojana_gramin,100.0,4,0,0,1
60,0,salaried,female,obc,primary,2.5,1,0,indira_gandhi_old_age,100.0,3,0,0,1
60,0,salaried,female,obc,primary,2.5,1,0,mgnregs,66.7,2,1,0,0
60,0,salaried,female,obc,primary,2.5,1,0,pm_kisan,0.0,3,1,1,0
60,0,salaried,female,obc,primary,2.5,1,0,pm_fasal_bima,0.0,2,1,1,0
60,0,salaried,female,obc,primary,2.5,1,0,kisan_credit_card,0.0,2,1,1,0
60,0,salaried,female,obc,primary,2.5,1,0,national_scholarship_portal,0.0,2,2,1,0
60,0,salaried,female,obc,primary,2.5,1,0,pm_scholarship_scheme,0.0,1,2,1,0
60,0,salaried,female,obc,primary,2.5,1,0,pm_jeevan_jyoti,0.0,1,1,1,0
60,0,salaried,female,obc,primary,2.5,1,0,pm_mudra_yojana,0.0,2,1,1,0
60,0,salaried,female,obc,primary,2.5,1,0,startup_india_seed_fund,0.0,0,2,1,0
60,0,salaried,female,obc,primary,2.5,1,0,deen_dayal_disability,0.0,1,1,1,0
60,0,salaried,female,obc,primary,2.5,1,0,post_matric_sc,0.0,1,2,1,0
60,0,salaried,female,obc,primary,2.5,1,0,eklavya_model_school,0.0,0,3,1,0
35,0,student,male,obc,secondary,0,0,0,pm_suraksha_bima,100.0,2,0,0,1
35,0,student,male,obc,secondary,0,0,0,pm_jeevan_jyoti,100.0,2,0,0,1
35,0,student,male,obc,secondary,0,0,0,national_scholarship_portal,87.5,3,1,0,1
35,0,student,male,obc,secondary,0,0,0,pm_scholarship_scheme,83.3,2,1,0,1
35,0,student,male,obc,secondary,0,0,0,mgnregs,66.7,2,1,0,1
35,0,student,male,obc,secondary,0,0,0,pm_kisan,0.0,3,1,1,0
35,0,student,male,obc,secondary,0,0,0,pm_fasal_bima,0.0,1,2,1,0
35,0,student,male,obc,secondary,0,0,0,kisan_credit_card,0.0,1,2,1,0
35,0,student,male,obc,secondary,0,0,0,pm_matru_vandana,0.0,2,1,1,0
35,0,student,male,obc,secondary,0,0,0,mahila_shakti_kendra,0.0,1,1,1,0
35,0,student,male,obc,secondary,0,0,0,ayushman_bharat,0.0,1,1,1,0
35,0,student,male,obc,secondary,0,0,0,pm_awas_yojana_gramin,0.0,3,1,1,0
35,0,student,male,obc,secondary,0,0,0,pm_mudra_yojana,0.0,2,1,1,0
35,0,student,male,obc,secondary,0,0,0,startup_india_seed_fund,0.0,1,1,1,0
35,0,student,male,obc,secondary,0,0,0,deen_dayal_disability,0.0,1,1,1,0
35,0,student,male,obc,secondary,0,0,0,post_matric_sc,0.0,2,1,1,0
35,0,student,male,obc,secondary,0,0,0,eklavya_model_school,0.0,1,2,1,0
35,0,student,male,obc,secondary,0,0,0,indira_gandhi_old_age,0.0,1,2,1,0
66,150000,salaried,female,general,primary,2.5,1,1,pm_matru_vandana,100.0,3,0,0,1
66,150000,salaried,female,general,primary,2.5,1,1,mahila_shakti_kendra,100.0,2,0,0,1
66,150000,salaried,female,general,primary,2.5,1,1,pm_suraksha_bima,100.0,2,0,0,1
66,150000,salaried,female,general,primary,2.5,1,1,pm_awas_yojana_gramin,100.0,4,0,0,1
66,150000,salaried,female,general,primary,2.5,1,1,deen_dayal_disability,100.0,2,0,0,1
66,150000,salaried,female,general,primary,2.5,1,1,indira_gandhi_old_age,75.0,2,1,0,1
66,150000,salaried,female,general,primary,2.5,1,1,mgnregs,66.7,2,1,0,1
66,150000,salaried,female,general,primary,2.5,1,1,ayushman_bharat,60.0,1,1,0,0
66,150000,salaried,female,general,primary,2.5,1,1,pm_kisan,0.0,3,1,1,0
66,150000,salaried,female,general,primary,2.5,1,1,pm_fasal_bima,0.0,2,1,1,0
66,150000,salaried,female,general,primary,2.5,1,1,kisan_credit_card,0.0,2,1,1,0
66,150000,salaried,female,general,primary,2.5,1,1,national_scholarship_portal,0.0,1,3,1,0
66,150000,salaried,female,general,primary,2.5,1,1,pm_scholarship_scheme,0.0,1,2,1,0
66,150000,salaried,female,general,primary,2.5,1,1,pm_jeevan_jyoti,0.0,1,1,1,0
66,150000,salaried,female,general,primary,2.5,1,1,pm_mudra_yojana,0.0,1,2,1,0
66,150000,salaried,female,general,primary,2.5,1,1,startup_india_seed_fund,0.0,0,2,1,0
66,150000,salaried,female,general,primary,2.5,1,1,post_matric_sc,0.0,1,2,1,0
66,150000,salaried,female,general,primary,2.5,1,1,eklavya_model_school,0.0,0,3,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_matru_vandana,100.0,3,0,0,1
75,150000,salaried,female,general,graduate,0,0,0,mahila_shakti_kendra,100.0,2,0,0,1
75,150000,salaried,female,general,graduate,0,0,0,mgnregs,66.7,2,1,0,0
75,150000,salaried,female,general,graduate,0,0,0,pm_kisan,0.0,3,1,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_fasal_bima,0.0,1,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,kisan_credit_card,0.0,1,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,national_scholarship_portal,0.0,1,3,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_scholarship_scheme,0.0,1,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,ayushman_bharat,0.0,0,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_suraksha_bima,0.0,1,1,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_jeevan_jyoti,0.0,1,1,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_awas_yojana_gramin,0.0,3,1,1,0
75,150000,salaried,female,general,graduate,0,0,0,pm_mudra_yojana,0.0,1,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,startup_india_seed_fund,0.0,0,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,deen_dayal_disability,0.0,1,1,1,0
75,150000,salaried,female,general,graduate,0,0,0,post_matric_sc,0.0,1,2,1,0
75,150000,salaried,female,general,graduate,0,0,0,eklavya_model_school,0.0,0,3,1,0
75,150000,salaried,female,general,graduate,0,0,0,indira_gandhi_old_age,0.0,1,2,1,0
19,800000,daily_wage,female,general,primary,5,0,0,pm_matru_vandana,100.0,3,0,0,1
19,800000,daily_wage,female,general,primary,5,0,0,pm_suraksha_bima,66.7,1,1,0,1
19,800000,daily_wage,female,general,primary,5,0,0,pm_jeevan_jyoti,66.7,1,1,0,0
19,800000,daily_wage,female,general,primary,5,0,0,mgnregs,66.7,2,1,0,1
19,800000,daily_wage,female,general,primary,5,0,0,mahila_shakti_kendra,60.0,1,1,0,0
19,800000,daily_wage,female,general,primary,5,0,0,pm_kisan,0.0,2,2,1,0
19,800000,daily_wage,female,general,primary,5,0,0,pm_fasal_bima,0.0,2,1,1,0
19,800000,daily_wage,female,general,primary,5,0,0,kisan_credit_card,0.0,2,1,1,0
19,800000,daily_wage,female,general,primary,5,0,0,national_scholarship_portal,0.0,1,3,1,0
19,800000,daily_wage,female,general,primary,5,0,0,pm_scholarship_scheme,0.0,1,2,1,0
19,800000,daily_wage,female,general,primary,5,0,0,ayushman_bharat,0.0,0,2,1,0
19,800000,daily_wage,female,general,primary,5,0,0,pm_awas_yojana_gramin,0.0,1,3,1,0
19,800000,daily_wage,female,general,primary,5,0,0,pm_mudra_yojana,0.0,2,1,1,0
19,800000,daily_wage,female,general,primary,5,0,0,startup_india_seed_fund,0.0,1,1,1,0
19,800000,daily_wage,female,general,primary,5,0,0,deen_dayal_disability,0.0,0,2,1,0
19,800000,daily_wage,female,general,primary,5,0,0,post_matric_sc,0.0,0,3,1,0
19,800000,daily_wage,female,general,primary,5,0,0,eklavya_model_school,0.0,0,3,1,0
19,800000,daily_wage,female,general,primary,5,0,0,indira_gandhi_old_age,0.0,0,3,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_matru_vandana,100.0,3,0,0,0
41,250000,salaried,female,general,postgraduate,1,0,0,mahila_shakti_kendra,100.0,2,0,0,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_suraksha_bima,100.0,2,0,0,1
41,250000,salaried,female,general,postgraduate,1,0,0,pm_jeevan_jyoti,100.0,2,0,0,1
41,250000,salaried,female,general,postgraduate,1,0,0,mgnregs,33.3,1,2,0,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_kisan,0.0,2,2,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_fasal_bima,0.0,2,1,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,kisan_credit_card,0.0,2,1,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,national_scholarship_portal,0.0,1,3,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_scholarship_scheme,0.0,1,2,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,ayushman_bharat,0.0,0,2,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_awas_yojana_gramin,0.0,3,1,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,pm_mudra_yojana,0.0,2,1,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,startup_india_seed_fund,0.0,1,1,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,deen_dayal_disability,0.0,1,1,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,post_matric_sc,0.0,1,2,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,eklavya_model_school,0.0,0,3,1,0
41,250000,salaried,female,general,postgraduate,1,0,0,indira_gandhi_old_age,0.0,0,3,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,mahila_shakti_kendra,100.0,2,0,0,1
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_kisan,0.0,2,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_fasal_bima,0.0,1,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,kisan_credit_card,0.0,1,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_matru_vandana,0.0,2,1,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,national_scholarship_portal,0.0,2,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_scholarship_scheme,0.0,1,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,ayushman_bharat,0.0,0,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_suraksha_bima,0.0,1,1,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_jeevan_jyoti,0.0,1,1,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_awas_yojana_gramin,0.0,2,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,mgnregs,0.0,2,1,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,pm_mudra_yojana,0.0,1,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,startup_india_seed_fund,0.0,0,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,deen_dayal_disability,0.0,1,1,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,post_matric_sc,0.0,1,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,eklavya_model_school,0.0,1,2,1,0
16,150000,unemployed,female,general,graduate,2.5,0,0,indira_gandhi_old_age,0.0,0,3,1,0
27,800000,unemployed,female,st,primary,0,0,0,pm_matru_vandana,100.0,3,0,0,0
27,800000,unemployed,female,st,primary,0,0,0,pm_suraksha_bima,66.7,1,1,0,1
27,800000,unemployed,female,st,primary,0,0,0,pm_jeevan_jyoti,66.7,1,1,0,0
27,800000,unemployed,female,st,primary,0,0,0,mgnregs,66.7,2,1,0,1
27,800000,unemployed,female,st,primary,0,0,0,mahila_shakti_kendra,60.0,1,1,0,1
27,800000,unemployed,female,st,primary,0,0,0,pm_kisan,0.0,2,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,pm_fasal_bima,0.0,1,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,kisan_credit_card,0.0,1,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,national_scholarship_portal,0.0,2,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,pm_scholarship_scheme,0.0,0,3,1,0
27,800000,unemployed,female,st,primary,0,0,0,ayushman_bharat,0.0,0,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,pm_awas_yojana_gramin,0.0,2,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,pm_mudra_yojana,0.0,2,1,1,0
27,800000,unemployed,female,st,primary,0,0,0,startup_india_seed_fund,0.0,1,1,1,0
27,800000,unemployed,female,st,primary,0,0,0,deen_dayal_disability,0.0,0,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,post_matric_sc,0.0,0,3,1,0
27,800000,unemployed,female,st,primary,0,0,0,eklavya_model_school,0.0,1,2,1,0
27,800000,unemployed,female,st,primary,0,0,0,indira_gandhi_old_age,0.0,0,3,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_kisan,0.0,1,3,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_fasal_bima,0.0,1,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,kisan_credit_card,0.0,1,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_matru_vandana,0.0,1,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,mahila_shakti_kendra,0.0,0,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,national_scholarship_portal,0.0,1,3,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_scholarship_scheme,0.0,0,3,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,ayushman_bharat,0.0,0,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_suraksha_bima,0.0,0,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_jeevan_jyoti,0.0,0,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_awas_yojana_gramin,0.0,1,3,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,mgnregs,0.0,1,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,pm_mudra_yojana,0.0,1,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,startup_india_seed_fund,0.0,0,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,deen_dayal_disability,0.0,0,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,post_matric_sc,0.0,0,3,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,eklavya_model_school,0.0,1,2,1,0
17,800000,unemployed,other,general,primary,2.5,0,0,indira_gandhi_old_age,0.0,0,3,1,0
48,40000,self_employed,other,obc,none,1,0,0,pm_suraksha_bima,100.0,2,0,0,1
48,40000,self_employed,other,obc,none,1,0,0,pm_jeevan_jyoti,100.0,2,0,0,1
48,40000,self_employed,other,obc,none,1,0,0,mgnregs,100.0,3,0,0,0
48,40000,self_employed,other,obc,none,1,0,0,pm_mudra_yojana,100.0,3,0,0,1
48,40000,self_employed,other,obc,none,1,0,0,startup_india_seed_fund,100.0,2,0,0,1
48,40000,self_employed,other,obc,none,1,0,0,pm_kisan,0.0,3,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,pm_fasal_bima,0.0,2,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,kisan_credit_card,0.0,2,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,pm_matru_vandana,0.0,2,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,mahila_shakti_kendra,0.0,1,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,national_scholarship_portal,0.0,2,2,1,0
48,40000,self_employed,other,obc,none,1,0,0,pm_scholarship_scheme,0.0,1,2,1,0
48,40000,self_employed,other,obc,none,1,0,0,ayushman_bharat,0.0,1,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,pm_awas_yojana_gramin,0.0,3,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,deen_dayal_disability,0.0,1,1,1,0
48,40000,self_employed,other,obc,none,1,0,0,post_matric_sc,0.0,1,2,1,0
48,40000,self_employed,other,obc,none,1,0,0,eklavya_model_school,0.0,0,3,1,0
48,40000,self_employed,other,obc,none,1,0,0,indira_gandhi_old_age,0.0,1,2,1,0
72,800000,student,other,general,none,0.5,1,0,indira_gandhi_old_age,75.0,2,1,0,0
72,800000,student,other,general,none,0.5,1,0,pm_awas_yojana_gramin,71.4,3,1,0,1
72,800000,student,other,general,none,0.5,1,0,ayushman_bharat,60.0,1,1,0,0
72,800000,student,other,general,none,0.5,1,0,pm_scholarship_scheme,50.0,1,2,0,1
72,800000,student,other,general,none,0.5,1,0,national_scholarship_portal,37.5,1,3,0,1
72,800000,student,other,general,none,0.5,1,0,mgnregs,33.3,1,2,0,1
72,800000,student,other,general,none,0.5,1,0,pm_kisan,0.0,2,2,1,0
72,800000,student,other,general,none,0.5,1,0,pm_fasal_bima,0.0,2,1,1,0
72,800000,student,other,general,none,0.5,1,0,kisan_credit_card,0.0,2,1,1,0
72,800000,student,other,general,none,0.5,1,0,pm_matru_vandana,0.0,2,1,1,0
72,800000,student,other,general,none,0.5,1,0,mahila_shakti_kendra,0.0,0,2,1,0
72,800000,student,other,general,none,0.5,1,0,pm_suraksha_bima,0.0,0,2,1,0
72,800000,student,other,general,none,0.5,1,0,pm_jeevan_jyoti,0.0,0,2,1,0
72,800000,student,other,general,none,0.5,1,0,pm_mudra_yojana,0.0,1,2,1,0
72,800000,student,other,general,none,0.5,1,0,startup_india_seed_fund,0.0,0,2,1,0
72,800000,student,other,general,none,0.5,1,0,deen_dayal_disability,0.0,0,2,1,0
72,800000,student,other,general,none,0.5,1,0,post_matric_sc,0.0,1,2,1,0
72,800000,student,other,general,none,0.5,1,0,eklavya_model_school,0.0,1,2,1,0
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,pm_suraksha_bima,100.0,2,0,0,1
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,pm_jeevan_jyoti,100.0,2,0,0,1
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,mgnregs,100.0,3,0,0,0
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,pm_mudra_yojana,100.0,3,0,0,1
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,startup_india_seed_fund,100.0,2,0,0,1
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,pm_kisan,0.0,3,1,1,0
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,pm_fasal_bima,0.0,2,1,1,0
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,kisan_credit_card,0.0,2,1,1,0
24,150000,self_employed,other,obc,postgraduate,2.5,0,0,pm_matru_vandana,0.0,2,1,1,0
