age,annual_income,occupation,gender,category,land_owned_acres,is_bpl,is_disabled,education,scheme_id,rule_score_pct,matched_count,missed_count,is_disqualified,engagement_label
50,400000,farmer,female,st,1,1,0,secondary,pm_mudra_yojana,0.0,2,1,1,0
50,400000,farmer,female,st,1,1,0,secondary,startup_india_seed_fund,0.0,1,1,1,0
50,400000,farmer,female,st,1,1,0,secondary,deen_dayal_disability,0.0,0,2,1,0
50,400000,farmer,female,st,1,1,0,secondary,post_matric_sc,0.0,0,3,1,0
50,400000,farmer,female,st,1,1,0,secondary,eklavya_model_school,0.0,1,2,1,0
50,400000,farmer,female,st,1,1,0,secondary,indira_gandhi_old_age,0.0,1,2,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_matru_vandana,100.0,3,0,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,mahila_shakti_kendra,100.0,2,0,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,ayushman_bharat,100.0,2,0,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_suraksha_bima,100.0,2,0,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_jeevan_jyoti,100.0,2,0,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,mgnregs,100.0,3,0,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_awas_yojana_gramin,85.7,3,1,0,1
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_kisan,0.0,2,2,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_fasal_bima,0.0,2,1,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,kisan_credit_card,0.0,2,1,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,national_scholarship_portal,0.0,2,2,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_scholarship_scheme,0.0,1,2,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,pm_mudra_yojana,0.0,2,1,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,startup_india_seed_fund,0.0,1,1,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,deen_dayal_disability,0.0,1,1,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,post_matric_sc,0.0,1,2,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,eklavya_model_school,0.0,0,3,1,0
26,40000,unemployed,female,general,8,1,0,postgraduate,indira_gandhi_old_age,0.0,2,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,ayushman_bharat,100.0,2,0,0,1
59,0,daily_wage,other,obc,0,1,0,none,pm_suraksha_bima,100.0,2,0,0,1
59,0,daily_wage,other,obc,0,1,0,none,pm_awas_yojana_gramin,100.0,4,0,0,1
59,0,daily_wage,other,obc,0,1,0,none,mgnregs,100.0,3,0,0,1
59,0,daily_wage,other,obc,0,1,0,none,pm_kisan,0.0,3,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,pm_fasal_bima,0.0,1,2,1,0
59,0,daily_wage,other,obc,0,1,0,none,kisan_credit_card,0.0,1,2,1,0
59,0,daily_wage,other,obc,0,1,0,none,pm_matru_vandana,0.0,2,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,mahila_shakti_kendra,0.0,1,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,national_scholarship_portal,0.0,2,2,1,0
59,0,daily_wage,other,obc,0,1,0,none,pm_scholarship_scheme,0.0,1,2,1,0
59,0,daily_wage,other,obc,0,1,0,none,pm_jeevan_jyoti,0.0,1,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,pm_mudra_yojana,0.0,2,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,startup_india_seed_fund,0.0,0,2,1,0
59,0,daily_wage,other,obc,0,1,0,none,deen_dayal_disability,0.0,1,1,1,0
59,0,daily_wage,other,obc,0,1,0,none,post_matric_sc,0.0,1,2,1,0
59,0,daily_wage,other,obc,0,1,0,none,eklavya_model_school,0.0,0,3,1,0
59,0,daily_wage,other,obc,0,1,0,none,indira_gandhi_old_age,0.0,2,1,1,0
76,150000,other,female,st,0,1,0,graduate,pm_matru_vandana,100.0,3,0,0,1
76,150000,other,female,st,0,1,0,graduate,mahila_shakti_kendra,100.0,2,0,0,0
76,150000,other,female,st,0,1,0,graduate,pm_awas_yojana_gramin,100.0,4,0,0,1
76,150000,other,female,st,0,1,0,graduate,mgnregs,100.0,3,0,0,1
76,150000,other,female,st,0,1,0,graduate,indira_gandhi_old_age,75.0,2,1,0,1
76,150000,other,female,st,0,1,0,graduate,ayushman_bharat,60.0,1,1,0,1
76,150000,other,female,st,0,1,0,graduate,pm_kisan,0.0,3,1,1,0
76,150000,other,female,st,0,1,0,graduate,pm_fasal_bima,0.0,1,2,1,0
76,150000,other,female,st,0,1,0,graduate,kisan_credit_card,0.0,0,3,1,0
76,150000,other,female,st,0,1,0,graduate,national_scholarship_portal,0.0,2,2,1,0
76,150000,other,female,st,0,1,0,graduate,pm_scholarship_scheme,0.0,1,2,1,0
76,150000,other,female,st,0,1,0,graduate,pm_suraksha_bima,0.0,1,1,1,0
76,150000,other,female,st,0,1,0,graduate,pm_jeevan_jyoti,0.0,1,1,1,0
76,150000,other,female,st,0,1,0,graduate,pm_mudra_yojana,0.0,1,2,1,0
76,150000,other,female,st,0,1,0,graduate,startup_india_seed_fund,0.0,0,2,1,0
76,150000,other,female,st,0,1,0,graduate,deen_dayal_disability,0.0,1,1,1,0
76,150000,other,female,st,0,1,0,graduate,post_matric_sc,0.0,1,2,1,0
76,150000,other,female,st,0,1,0,graduate,eklavya_model_school,0.0,1,2,1,0
51,1500000,student,male,st,0,1,0,none,eklavya_model_school,83.3,2,1,0,1
51,1500000,student,male,st,0,1,0,none,pm_awas_yojana_gramin,71.4,3,1,0,1
51,1500000,student,male,st,0,1,0,none,pm_suraksha_bima,66.7,1,1,0,1
51,1500000,student,male,st,0,1,0,none,national_scholarship_portal,62.5,2,2,0,1
51,1500000,student,male,st,0,1,0,none,ayushman_bharat,60.0,1,1,0,1
51,1500000,student,male,st,0,1,0,none,pm_scholarship_scheme,50.0,1,2,0,1
51,1500000,student,male,st,0,1,0,none,mgnregs,33.3,1,2,0,0
51,1500000,student,male,st,0,1,0,none,pm_kisan,0.0,2,2,1,0
51,1500000,student,male,st,0,1,0,none,pm_fasal_bima,0.0,1,2,1,0
51,1500000,student,male,st,0,1,0,none,kisan_credit_card,0.0,1,2,1,0
51,1500000,student,male,st,0,1,0,none,pm_matru_vandana,0.0,1,2,1,0
51,1500000,student,male,st,0,1,0,none,mahila_shakti_kendra,0.0,0,2,1,0
51,1500000,student,male,st,0,1,0,none,pm_jeevan_jyoti,0.0,0,2,1,0
51,1500000,student,male,st,0,1,0,none,pm_mudra_yojana,0.0,1,2,1,0
51,1500000,student,male,st,0,1,0,none,startup_india_seed_fund,0.0,0,2,1,0
51,1500000,student,male,st,0,1,0,none,deen_dayal_disability,0.0,0,2,1,0
51,1500000,student,male,st,0,1,0,none,post_matric_sc,0.0,1,2,1,0
51,1500000,student,male,st,0,1,0,none,indira_gandhi_old_age,0.0,1,2,1,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_matru_vandana,100.0,3,0,0,1
78,90000,student,female,obc,2.5,0,1,secondary,mahila_shakti_kendra,100.0,2,0,0,1
78,90000,student,female,obc,2.5,0,1,secondary,deen_dayal_disability,100.0,2,0,0,1
78,90000,student,female,obc,2.5,0,1,secondary,national_scholarship_portal,87.5,3,1,0,1
78,90000,student,female,obc,2.5,0,1,secondary,pm_scholarship_scheme,83.3,2,1,0,0
78,90000,student,female,obc,2.5,0,1,secondary,mgnregs,66.7,2,1,0,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_kisan,0.0,3,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_fasal_bima,0.0,2,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,kisan_credit_card,0.0,1,2,1,0
78,90000,student,female,obc,2.5,0,1,secondary,ayushman_bharat,0.0,1,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_suraksha_bima,0.0,1,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_jeevan_jyoti,0.0,1,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_awas_yojana_gramin,0.0,3,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,pm_mudra_yojana,0.0,1,2,1,0
78,90000,student,female,obc,2.5,0,1,secondary,startup_india_seed_fund,0.0,0,2,1,0
78,90000,student,female,obc,2.5,0,1,secondary,post_matric_sc,0.0,2,1,1,0
78,90000,student,female,obc,2.5,0,1,secondary,eklavya_model_school,0.0,1,2,1,0
78,90000,student,female,obc,2.5,0,1,secondary,indira_gandhi_old_age,0.0,2,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_suraksha_bima,100.0,2,0,0,1
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_jeevan_jyoti,100.0,2,0,0,1
47,0,daily_wage,male,st,2.5,0,0,secondary,mgnregs,100.0,3,0,0,1
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_kisan,0.0,3,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_fasal_bima,0.0,2,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,kisan_credit_card,0.0,2,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_matru_vandana,0.0,2,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,mahila_shakti_kendra,0.0,1,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,national_scholarship_portal,0.0,2,2,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_scholarship_scheme,0.0,1,2,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,ayushman_bharat,0.0,1,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_awas_yojana_gramin,0.0,3,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,pm_mudra_yojana,0.0,2,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,startup_india_seed_fund,0.0,1,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,deen_dayal_disability,0.0,1,1,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,post_matric_sc,0.0,1,2,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,eklavya_model_school,0.0,1,2,1,0
47,0,daily_wage,male,st,2.5,0,0,secondary,indira_gandhi_old_age,0.0,1,2,1,0
25,0,salaried,other,general,2.5,1,0,secondary,ayushman_bharat,100.0,2,0,0,1
25,0,salaried,other,general,2.5,1,0,secondary,pm_suraksha_bima,100.0,2,0,0,1
25,0,salaried,other,general,2.5,1,0,secondary,pm_jeevan_jyoti,100.0,2,0,0,1
25,0,salaried,other,general,2.5,1,0,secondary,pm_awas_yojana_gramin,100.0,4,0,0,1
25,0,salaried,other,general,2.5,1,0,secondary,mgnregs,66.7,2,1,0,0
25,0,salaried,other,general,2.5,1,0,secondary,pm_kisan,0.0,3,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,pm_fasal_bima,0.0,2,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,kisan_credit_card,0.0,2,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,pm_matru_vandana,0.0,2,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,mahila_shakti_kendra,0.0,1,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,national_scholarship_portal,0.0,2,2,1,0
25,0,salaried,other,general,2.5,1,0,secondary,pm_scholarship_scheme,0.0,2,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,pm_mudra_yojana,0.0,2,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,startup_india_seed_fund,0.0,1,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,deen_dayal_disability,0.0,1,1,1,0
25,0,salaried,other,general,2.5,1,0,secondary,post_matric_sc,0.0,1,2,1,0
25,0,salaried,other,general,2.5,1,0,secondary,eklavya_model_school,0.0,0,3,1,0
25,0,salaried,other,general,2.5,1,0,secondary,indira_gandhi_old_age,0.0,2,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,pm_matru_vandana,100.0,3,0,0,1
54,40000,student,female,general,5,0,0,postgraduate,mahila_shakti_kendra,100.0,2,0,0,1
54,40000,student,female,general,5,0,0,postgraduate,pm_suraksha_bima,100.0,2,0,0,1
54,40000,student,female,general,5,0,0,postgraduate,pm_scholarship_scheme,83.3,2,1,0,1
54,40000,student,female,general,5,0,0,postgraduate,mgnregs,66.7,2,1,0,1
54,40000,student,female,general,5,0,0,postgraduate,national_scholarship_portal,62.5,2,2,0,0
54,40000,student,female,general,5,0,0,postgraduate,pm_kisan,0.0,3,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,pm_fasal_bima,0.0,2,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,kisan_credit_card,0.0,2,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,ayushman_bharat,0.0,1,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,pm_jeevan_jyoti,0.0,1,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,pm_awas_yojana_gramin,0.0,2,2,1,0
54,40000,student,female,general,5,0,0,postgraduate,pm_mudra_yojana,0.0,2,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,startup_india_seed_fund,0.0,0,2,1,0
54,40000,student,female,general,5,0,0,postgraduate,deen_dayal_disability,0.0,1,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,post_matric_sc,0.0,2,1,1,0
54,40000,student,female,general,5,0,0,postgraduate,eklavya_model_school,0.0,1,2,1,0
54,40000,student,female,general,5,0,0,postgraduate,indira_gandhi_old_age,0.0,1,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,pm_matru_vandana,100.0,3,0,0,1
49,90000,unemployed,female,st,0,1,0,primary,mahila_shakti_kendra,100.0,2,0,0,1
49,90000,unemployed,female,st,0,1,0,primary,ayushman_bharat,100.0,2,0,0,0
49,90000,unemployed,female,st,0,1,0,primary,pm_suraksha_bima,100.0,2,0,0,1
49,90000,unemployed,female,st,0,1,0,primary,pm_jeevan_jyoti,100.0,2,0,0,1
49,90000,unemployed,female,st,0,1,0,primary,pm_awas_yojana_gramin,100.0,4,0,0,1
49,90000,unemployed,female,st,0,1,0,primary,mgnregs,100.0,3,0,0,1
49,90000,unemployed,female,st,0,1,0,primary,pm_kisan,0.0,3,1,1,0
49,90000,unemployed,female,st,0,1,0,primary,pm_fasal_bima,0.0,1,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,kisan_credit_card,0.0,1,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,national_scholarship_portal,0.0,2,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,pm_scholarship_scheme,0.0,1,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,pm_mudra_yojana,0.0,2,1,1,0
49,90000,unemployed,female,st,0,1,0,primary,startup_india_seed_fund,0.0,1,1,1,0
49,90000,unemployed,female,st,0,1,0,primary,deen_dayal_disability,0.0,1,1,1,0
49,90000,unemployed,female,st,0,1,0,primary,post_matric_sc,0.0,1,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,eklavya_model_school,0.0,1,2,1,0
49,90000,unemployed,female,st,0,1,0,primary,indira_gandhi_old_age,0.0,2,1,1,0
68,90000,student,male,obc,0,1,0,graduate,ayushman_bharat,100.0,2,0,0,1
68,90000,student,male,obc,0,1,0,graduate,pm_suraksha_bima,100.0,2,0,0,0
68,90000,student,male,obc,0,1,0,graduate,pm_awas_yojana_gramin,100.0,4,0,0,1
68,90000,student,male,obc,0,1,0,graduate,indira_gandhi_old_age,100.0,3,0,0,1
68,90000,student,male,obc,0,1,0,graduate,national_scholarship_portal,87.5,3,1,0,1
68,90000,student,male,obc,0,1,0,graduate,pm_scholarship_scheme,83.3,2,1,0,1
68,90000,student,male,obc,0,1,0,graduate,mgnregs,66.7,2,1,0,1
68,90000,student,male,obc,0,1,0,graduate,pm_kisan,0.0,3,1,1,0
68,90000,student,male,obc,0,1,0,graduate,pm_fasal_bima,0.0,1,2,1,0
68,90000,student,male,obc,0,1,0,graduate,kisan_credit_card,0.0,1,2,1,0
68,90000,student,male,obc,0,1,0,graduate,pm_matru_vandana,0.0,2,1,1,0
68,90000,student,male,obc,0,1,0,graduate,mahila_shakti_kendra,0.0,1,1,1,0
68,90000,student,male,obc,0,1,0,graduate,pm_jeevan_jyoti,0.0,1,1,1,0
